Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Avg_Utilization_Ratio,Age_Bin,Churn,Attrition_Flag_Churned,Customer_Count
Existing Customer,50,M,3,High School,Single,$40K - $60K,Silver,44,3,19853.0,1513,18340.0,0.802,1878,0.076,45-50,0,0,1
Existing Customer,41,F,1,High School,Single,$40K - $60K,Blue,31,3,4969.0,838,4131.0,0.591,1489,0.169,40-45,0,0,1
Existing Customer,48,F,3,Graduate,Divorced,Less than $40K,Blue,40,2,3117.0,1603,1514.0,1.167,1437,0.514,45-50,0,0,1
Existing Customer,46,M,2,College,Single,$80K - $120K,Blue,41,2,21526.0,2332,19194.0,0.755,1313,0.108,45-50,0,0,1
Existing Customer,61,M,0,High School,Single,$60K - $80K,Blue,51,2,5504.0,1412,4092.0,0.722,1290,0.257,60+,0,0,1
Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,53,3,5512.0,1124,4388.0,1.391,1975,0.204,55-60,0,0,1
Attrited Customer,53,F,2,Doctorate,Married,Unknown,Blue,39,2,1438.3,0,1438.3,0.644,807,0.0,50-55,1,1,1
Existing Customer,39,F,3,Doctorate,Unknown,$40K - $60K,Blue,28,3,7262.0,1466,5796.0,0.512,1438,0.202,35-40,0,0,1
Existing Customer,51,M,3,High School,Married,$120K +,Blue,40,3,7319.0,1692,5627.0,0.701,1233,0.231,50-55,0,0,1
Attrited Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,25,5,1438.3,0,1438.3,0.676,709,0.0,40-45,1,1,1
Existing Customer,48,M,4,Unknown,Single,$60K - $80K,Blue,30,3,7712.0,1387,6325.0,0.861,1597,0.18,45-50,0,0,1
Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,37,3,2053.0,0,2053.0,0.865,1283,0.0,45-50,0,0,1
Existing Customer,41,M,2,High School,Married,$40K - $60K,Blue,32,1,12804.0,2517,10287.0,0.892,1101,0.197,40-45,0,0,1
Existing Customer,48,M,4,College,Married,$80K - $120K,Blue,36,3,26443.0,1601,24842.0,0.493,1593,0.061,45-50,0,0,1
Existing Customer,50,F,4,Graduate,Single,Less than $40K,Blue,36,2,3125.0,1928,1197.0,0.412,1631,0.617,45-50,0,0,1
Existing Customer,56,F,2,Post-Graduate,Married,Less than $40K,Blue,48,1,4930.0,2259,2671.0,1.134,2194,0.458,55-60,0,0,1
Existing Customer,39,F,2,College,Single,Less than $40K,Blue,36,3,9476.0,0,9476.0,0.605,1128,0.0,35-40,0,0,1
Existing Customer,47,M,1,Graduate,Married,$80K - $120K,Blue,37,3,11722.0,1667,10055.0,0.566,1497,0.142,45-50,0,0,1
Existing Customer,44,M,2,Graduate,Single,$120K +,Blue,33,1,13301.0,0,13301.0,1.058,1385,0.0,40-45,0,0,1
Existing Customer,61,F,1,Unknown,Married,Unknown,Blue,47,2,1438.3,0,1438.3,1.337,1449,0.0,60+,0,0,1
Attrited Customer,43,F,2,Post-Graduate,Married,Less than $40K,Blue,37,3,1438.3,0,1438.3,1.004,974,0.0,40-45,1,1,1
Attrited Customer,59,M,1,High School,Married,$60K - $80K,Blue,36,2,6705.0,0,6705.0,0.749,731,0.0,55-60,1,1,1
Existing Customer,42,F,2,Uneducated,Married,Unknown,Blue,31,2,22718.0,0,22718.0,0.791,1191,0.0,40-45,0,0,1
Existing Customer,40,M,4,Unknown,Divorced,$40K - $60K,Gold,28,2,23981.0,1788,22193.0,0.631,1421,0.075,35-40,0,0,1
Existing Customer,65,M,2,Unknown,Married,Less than $40K,Blue,56,2,2318.0,1010,1308.0,0.81,1256,0.436,60+,0,0,1
Existing Customer,48,M,1,College,Married,$60K - $80K,Blue,29,3,19324.0,1040,18284.0,0.904,1744,0.054,45-50,0,0,1
Existing Customer,44,M,2,Graduate,Single,$40K - $60K,Blue,34,3,5331.0,1993,3338.0,0.777,1766,0.374,40-45,0,0,1
Existing Customer,36,F,4,Unknown,Married,Unknown,Blue,31,2,15700.0,1276,14424.0,1.389,2229,0.081,35-40,0,0,1
Existing Customer,45,M,4,Graduate,Single,$60K - $80K,Blue,30,2,17625.0,894,16731.0,1.285,1773,0.051,40-45,0,0,1
Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,34,3,17438.0,0,17438.0,1.078,1860,0.0,35-40,0,0,1
Existing Customer,40,M,4,College,Unknown,$80K - $120K,Blue,25,3,1962.0,0,1962.0,0.684,1179,0.0,35-40,0,0,1
Attrited Customer,62,M,0,High School,Married,$60K - $80K,Blue,56,3,8077.0,0,8077.0,0.749,906,0.0,60+,1,1,1
Existing Customer,26,M,0,Graduate,Single,$40K - $60K,Blue,13,1,3290.0,1616,1674.0,0.466,2781,0.491,25-30,0,0,1
Existing Customer,60,M,0,Uneducated,Single,Less than $40K,Blue,53,3,2402.0,1728,674.0,0.652,1650,0.719,55-60,0,0,1
Existing Customer,54,F,3,Doctorate,Single,Less than $40K,Blue,42,1,9256.0,1999,7257.0,0.812,1446,0.216,50-55,0,0,1
Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,36,3,3674.0,895,2779.0,0.658,1703,0.244,60+,0,0,1
Attrited Customer,57,M,2,College,Married,$40K - $60K,Blue,50,5,6462.0,0,6462.0,0.856,761,0.0,55-60,1,1,1
Existing Customer,59,M,0,Graduate,Single,$40K - $60K,Blue,48,2,1638.0,0,1638.0,0.533,1536,0.0,55-60,0,0,1
Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,38,3,4335.0,2480,1855.0,0.543,1373,0.572,45-50,0,0,1
Existing Customer,44,M,4,High School,Single,$60K - $80K,Blue,32,3,3233.0,1034,2199.0,0.759,1256,0.32,40-45,0,0,1
Attrited Customer,48,M,4,Unknown,Single,$80K - $120K,Blue,36,3,11862.0,2517,9345.0,0.766,643,0.212,45-50,1,1,1
Existing Customer,43,M,2,Uneducated,Divorced,$120K +,Silver,24,2,34516.0,1938,32578.0,0.426,1215,0.056,40-45,0,0,1
Existing Customer,57,M,4,Uneducated,Married,$120K +,Blue,38,6,19802.0,1961,17841.0,1.125,2244,0.099,55-60,0,0,1
Existing Customer,46,M,3,College,Unknown,$80K - $120K,Blue,36,2,24869.0,1729,23140.0,0.408,1409,0.07,45-50,0,0,1
Existing Customer,40,M,3,High School,Unknown,$60K - $80K,Blue,36,2,3624.0,1975,1649.0,0.708,1469,0.545,35-40,0,0,1
Existing Customer,54,M,1,Unknown,Married,$80K - $120K,Blue,36,1,6175.0,960,5215.0,0.709,1847,0.155,50-55,0,0,1
Existing Customer,57,F,1,Graduate,Single,$40K - $60K,Blue,48,1,10953.0,1945,9008.0,0.886,1277,0.178,55-60,0,0,1
Existing Customer,44,M,4,Graduate,Married,$60K - $80K,Blue,28,2,11338.0,0,11338.0,0.695,1227,0.0,40-45,0,0,1
Existing Customer,47,F,2,Doctorate,Married,Less than $40K,Blue,35,2,5544.0,1184,4360.0,0.85,1336,0.214,45-50,0,0,1
Existing Customer,47,M,4,Doctorate,Married,$60K - $80K,Blue,36,1,19665.0,706,18959.0,1.317,1110,0.036,45-50,0,0,1
Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,43,2,2927.0,1412,1515.0,0.763,1474,0.482,45-50,0,0,1
Existing Customer,53,F,3,College,Married,$40K - $60K,Blue,33,3,5146.0,1618,3528.0,1.073,1955,0.314,50-55,0,0,1
Attrited Customer,56,M,1,College,Married,$60K - $80K,Blue,44,3,1704.0,0,1704.0,0.701,660,0.0,55-60,1,1,1
Attrited Customer,55,M,1,High School,Married,$60K - $80K,Blue,46,2,1438.3,0,1438.3,1.037,888,0.0,50-55,1,1,1
Existing Customer,53,F,4,High School,Married,Less than $40K,Blue,36,1,2974.0,1170,1804.0,1.297,1785,0.393,50-55,0,0,1
Attrited Customer,61,M,1,Unknown,Married,$40K - $60K,Blue,49,2,5472.0,788,4684.0,0.526,705,0.144,60+,1,1,1
Existing Customer,57,M,2,High School,Married,$60K - $80K,Blue,38,1,2736.0,1822,914.0,0.593,1211,0.666,55-60,0,0,1
Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,37,2,1438.3,862,576.3,0.65,1391,0.599,45-50,0,0,1
Existing Customer,56,F,2,Unknown,Married,Unknown,Blue,45,3,5406.0,1782,3624.0,0.976,1407,0.33,55-60,0,0,1
Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,44,1,34516.0,2174,32342.0,0.426,1616,0.063,50-55,0,0,1
Existing Customer,60,M,0,Graduate,Married,Less than $40K,Blue,36,2,1976.0,1311,665.0,0.995,1498,0.663,55-60,0,0,1
Existing Customer,49,M,4,Uneducated,Married,$80K - $120K,Blue,40,1,8714.0,2252,6462.0,0.831,1536,0.258,45-50,0,0,1
Existing Customer,46,F,4,Doctorate,Divorced,Less than $40K,Blue,41,1,8693.0,1378,7315.0,0.799,1594,0.159,45-50,0,0,1
Existing Customer,42,M,1,Uneducated,Married,$80K - $120K,Blue,36,1,9247.0,710,8537.0,0.735,1190,0.077,40-45,0,0,1
Existing Customer,45,M,3,High School,Married,Less than $40K,Blue,33,5,7717.0,1430,6287.0,0.822,1248,0.185,40-45,0,0,1
Attrited Customer,45,F,4,Uneducated,Married,Less than $40K,Blue,38,4,4908.0,0,4908.0,0.993,827,0.0,40-45,1,1,1
Attrited Customer,44,F,3,Doctorate,Married,Less than $40K,Blue,38,1,7222.0,0,7222.0,0.685,920,0.0,40-45,1,1,1
Existing Customer,61,M,0,Uneducated,Single,$80K - $120K,Blue,48,2,21740.0,0,21740.0,0.676,1755,0.0,60+,0,0,1
Attrited Customer,55,M,3,Uneducated,Married,$60K - $80K,Blue,44,2,2323.0,0,2323.0,0.737,804,0.0,50-55,1,1,1
Existing Customer,44,M,4,Unknown,Divorced,$60K - $80K,Blue,29,2,7788.0,0,7788.0,0.296,1196,0.0,40-45,0,0,1
Attrited Customer,55,F,1,Unknown,Married,Less than $40K,Blue,36,1,1438.3,361,1077.3,0.963,850,0.251,50-55,1,1,1
Existing Customer,57,M,2,Unknown,Married,$120K +,Blue,36,2,23700.0,1314,22386.0,1.487,1644,0.055,55-60,0,0,1
Existing Customer,45,M,2,Doctorate,Married,$80K - $120K,Blue,40,3,11710.0,693,11017.0,0.914,1749,0.059,40-45,0,0,1
Existing Customer,57,F,0,High School,Married,$40K - $60K,Blue,45,2,2278.0,845,1433.0,1.328,2307,0.371,55-60,0,0,1
Existing Customer,31,M,0,Uneducated,Married,$40K - $60K,Blue,22,3,4048.0,1113,2935.0,0.717,1757,0.275,30-35,0,0,1
Existing Customer,34,F,2,Graduate,Married,Less than $40K,Blue,24,2,3663.0,1853,1810.0,0.963,1826,0.506,30-35,0,0,1
Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,36,2,1438.3,0,1438.3,0.672,799,0.0,50-55,1,1,1
Existing Customer,35,F,1,College,Single,Unknown,Blue,28,5,3518.0,1575,1943.0,0.625,2121,0.448,30-35,0,0,1
Existing Customer,44,F,4,Graduate,Married,Less than $40K,Blue,36,1,1717.0,0,1717.0,0.619,1468,0.0,40-45,0,0,1
Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Blue,45,2,16813.0,1185,15628.0,0.552,1482,0.07,45-50,0,0,1
Existing Customer,33,M,3,Post-Graduate,Married,$80K - $120K,Blue,25,2,16434.0,2104,14330.0,0.955,1726,0.128,30-35,0,0,1
Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,45,2,21872.0,1118,20754.0,0.658,1806,0.051,45-50,0,0,1
Existing Customer,51,M,4,High School,Married,$80K - $120K,Blue,41,2,15897.0,1437,14460.0,0.584,1405,0.09,50-55,0,0,1
Existing Customer,56,F,4,Unknown,Married,Less than $40K,Blue,46,3,4271.0,1150,3121.0,1.064,2052,0.269,55-60,0,0,1
Existing Customer,55,F,3,Graduate,Single,Less than $40K,Blue,29,1,7361.0,1309,6052.0,0.504,1175,0.178,50-55,0,0,1
Existing Customer,26,M,0,College,Single,Less than $40K,Blue,36,1,1438.3,479,959.3,0.553,1786,0.333,25-30,0,0,1
Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,33,3,8628.0,1077,7551.0,0.872,1675,0.125,40-45,0,0,1
Existing Customer,54,M,2,College,Married,$80K - $120K,Blue,44,3,18750.0,1705,17045.0,0.807,1200,0.091,50-55,0,0,1
Existing Customer,44,F,3,Graduate,Married,Unknown,Blue,36,2,21242.0,819,20423.0,0.499,1283,0.039,40-45,0,0,1
Existing Customer,65,F,0,Graduate,Married,$40K - $60K,Blue,56,3,2961.0,1570,1391.0,0.908,1937,0.53,60+,0,0,1
Existing Customer,38,F,3,High School,Married,Unknown,Blue,29,2,11327.0,1528,9799.0,1.142,2033,0.135,35-40,0,0,1
Existing Customer,58,M,3,High School,Married,$60K - $80K,Blue,40,1,8308.0,2517,5791.0,1.455,1915,0.303,55-60,0,0,1
Existing Customer,39,F,3,Post-Graduate,Married,$40K - $60K,Blue,28,2,3249.0,2217,1032.0,1.06,1988,0.682,35-40,0,0,1
Existing Customer,52,M,2,High School,Married,$120K +,Blue,36,1,2981.0,1358,1623.0,1.242,1648,0.456,50-55,0,0,1
Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,31,1,8829.0,901,7928.0,0.825,1902,0.102,40-45,0,0,1
Existing Customer,42,M,3,Unknown,Single,$80K - $120K,Blue,33,3,3714.0,2170,1544.0,0.524,1454,0.584,40-45,0,0,1
Attrited Customer,42,M,2,College,Married,$60K - $80K,Blue,28,1,7340.0,0,7340.0,0.65,838,0.0,40-45,1,1,1
Existing Customer,57,M,4,Post-Graduate,Married,$120K +,Blue,51,2,16952.0,0,16952.0,0.709,1918,0.0,55-60,0,0,1
Attrited Customer,55,M,3,Doctorate,Single,$80K - $120K,Blue,35,1,20865.0,0,20865.0,0.881,837,0.0,50-55,1,1,1
Existing Customer,44,F,3,College,Unknown,Less than $40K,Blue,25,3,3083.0,1040,2043.0,0.729,4311,0.337,40-45,0,0,1
Existing Customer,37,F,3,Graduate,Married,Unknown,Blue,24,2,10584.0,1550,9034.0,0.692,1567,0.146,35-40,0,0,1
Existing Customer,50,F,3,Unknown,Married,Less than $40K,Blue,42,1,2240.0,0,2240.0,0.668,1905,0.0,45-50,0,0,1
Existing Customer,51,M,2,Graduate,Married,$40K - $60K,Blue,40,1,12240.0,1566,10674.0,0.539,1422,0.128,50-55,0,0,1
Existing Customer,37,M,1,Graduate,Married,$80K - $120K,Blue,21,2,5120.0,0,5120.0,0.867,1680,0.0,35-40,0,0,1
Existing Customer,36,F,2,Graduate,Married,Less than $40K,Blue,24,1,3124.0,1593,1531.0,0.869,1652,0.51,35-40,0,0,1
Existing Customer,51,F,2,High School,Married,Less than $40K,Silver,36,3,11261.0,2485,8776.0,0.736,1158,0.221,50-55,0,0,1
Existing Customer,65,M,1,Uneducated,Married,$40K - $60K,Blue,56,3,2468.0,2021,447.0,0.906,1797,0.819,60+,0,0,1
Existing Customer,43,M,2,College,Married,$60K - $80K,Blue,28,2,22157.0,1355,20802.0,0.69,1911,0.061,40-45,0,0,1
Existing Customer,46,M,3,Graduate,Married,$40K - $60K,Blue,32,2,11477.0,0,11477.0,0.767,1260,0.0,45-50,0,0,1
Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,33,2,3933.0,852,3081.0,0.433,1489,0.217,40-45,0,0,1
Existing Customer,56,M,3,Graduate,Married,$80K - $120K,Blue,50,3,8022.0,1372,6650.0,0.896,1794,0.171,55-60,0,0,1
Existing Customer,43,M,3,Unknown,Single,$60K - $80K,Blue,34,2,13771.0,2517,11254.0,0.501,1510,0.183,40-45,0,0,1
Attrited Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,48,3,30271.0,1406,28865.0,1.336,3231,0.046,50-55,1,1,1
Existing Customer,50,M,2,High School,Unknown,$60K - $80K,Blue,41,2,3244.0,1762,1482.0,0.661,1274,0.543,45-50,0,0,1
Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,36,1,2936.0,2379,557.0,0.694,1572,0.81,40-45,0,0,1
Existing Customer,54,M,3,High School,Married,$80K - $120K,Blue,36,1,1438.3,1133,305.3,0.759,1935,0.788,50-55,0,0,1
Existing Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,25,3,6242.0,491,5751.0,1.054,2187,0.079,30-35,0,0,1
Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,49,1,6175.0,1166,5009.0,0.803,1417,0.189,55-60,0,0,1
Existing Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,26,3,11806.0,1811,9995.0,0.754,1465,0.153,40-45,0,0,1
Existing Customer,48,M,3,Post-Graduate,Single,$60K - $80K,Blue,39,2,4734.0,954,3780.0,0.6,1570,0.202,45-50,0,0,1
Existing Customer,55,M,2,High School,Single,$40K - $60K,Blue,36,2,6244.0,2517,3727.0,0.607,1445,0.403,50-55,0,0,1
Attrited Customer,54,F,2,Graduate,Married,Less than $40K,Blue,45,1,1438.3,306,1132.3,1.035,694,0.213,50-55,1,1,1
Existing Customer,51,F,3,Post-Graduate,Divorced,Unknown,Platinum,34,1,34516.0,1578,32938.0,0.725,1929,0.046,50-55,0,0,1
Existing Customer,35,M,3,Graduate,Single,$80K - $120K,Blue,24,1,23561.0,864,22697.0,1.373,2447,0.037,30-35,0,0,1
Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,36,2,24742.0,1676,23066.0,0.566,1306,0.068,45-50,0,0,1
Attrited Customer,55,M,4,High School,Married,$80K - $120K,Blue,41,2,27560.0,900,26660.0,1.031,646,0.033,50-55,1,1,1
Existing Customer,45,F,0,College,Divorced,Less than $40K,Blue,35,1,5923.0,1686,4237.0,0.702,1236,0.285,40-45,0,0,1
Existing Customer,34,M,2,Uneducated,Married,$60K - $80K,Blue,36,1,8581.0,2326,6255.0,1.226,2513,0.271,30-35,0,0,1
Existing Customer,55,F,4,Graduate,Married,$40K - $60K,Blue,41,3,3156.0,2517,639.0,1.516,2091,0.798,50-55,0,0,1
Attrited Customer,48,F,2,Unknown,Married,Less than $40K,Blue,36,1,7151.0,800,6351.0,0.986,854,0.112,45-50,1,1,1
Existing Customer,46,M,4,Graduate,Married,$60K - $80K,Blue,35,1,1535.0,700,835.0,2.282,1848,0.456,45-50,0,0,1
Attrited Customer,61,F,0,Graduate,Married,Less than $40K,Blue,56,3,2122.0,554,1568.0,0.857,949,0.261,60+,1,1,1
Existing Customer,48,M,1,Uneducated,Unknown,$60K - $80K,Blue,35,2,17131.0,1213,15918.0,0.604,1371,0.071,45-50,0,0,1
Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,42,2,5822.0,2387,3435.0,0.76,1804,0.41,50-55,0,0,1
Existing Customer,39,M,3,Doctorate,Married,$60K - $80K,Blue,29,1,3537.0,2517,1020.0,1.021,1605,0.712,35-40,0,0,1
Existing Customer,43,M,3,Graduate,Married,$120K +,Blue,33,1,34516.0,2129,32387.0,0.587,1463,0.062,40-45,0,0,1
Existing Customer,53,M,3,Graduate,Single,$60K - $80K,Blue,47,4,16320.0,0,16320.0,0.757,1279,0.0,50-55,0,0,1
Existing Customer,38,M,2,High School,Married,$80K - $120K,Blue,36,3,2407.0,843,1564.0,1.008,1470,0.35,35-40,0,0,1
Existing Customer,49,F,2,High School,Single,Less than $40K,Blue,43,1,3538.0,0,3538.0,0.481,1265,0.0,45-50,0,0,1
Existing Customer,37,F,0,Unknown,Married,Less than $40K,Blue,31,2,2684.0,1381,1303.0,0.794,2002,0.515,35-40,0,0,1
Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Blue,36,3,34516.0,2517,31999.0,0.741,1475,0.073,50-55,0,0,1
Existing Customer,46,M,2,Post-Graduate,Single,$40K - $60K,Silver,40,2,15459.0,0,15459.0,0.789,1419,0.0,45-50,0,0,1
Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,36,3,4307.0,0,4307.0,0.745,1628,0.0,40-45,0,0,1
Existing Customer,50,F,1,Unknown,Single,Less than $40K,Blue,46,2,2081.0,1235,846.0,1.485,1337,0.593,45-50,0,0,1
Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,47,2,2848.0,1468,1380.0,0.517,1135,0.515,55-60,0,0,1
Existing Customer,55,M,3,High School,Single,$120K +,Blue,51,1,34516.0,1266,33250.0,0.846,1161,0.037,50-55,0,0,1
Existing Customer,44,M,3,College,Unknown,$80K - $120K,Blue,35,1,6361.0,1292,5069.0,1.027,1571,0.203,40-45,0,0,1
Existing Customer,57,M,4,High School,Married,$80K - $120K,Blue,38,1,15428.0,1553,13875.0,0.747,1916,0.101,55-60,0,0,1
Existing Customer,57,M,1,High School,Married,$40K - $60K,Blue,48,1,2544.0,1927,617.0,0.939,1346,0.757,55-60,0,0,1
Attrited Customer,48,M,3,High School,Married,$80K - $120K,Blue,42,1,9959.0,0,9959.0,0.688,805,0.0,45-50,1,1,1
Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,39,3,8796.0,2517,6279.0,0.492,1195,0.286,50-55,0,0,1
Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,48,1,3428.0,1566,1862.0,0.557,1155,0.457,50-55,0,0,1
Existing Customer,45,F,1,Doctorate,Single,Less than $40K,Blue,36,2,1438.3,0,1438.3,0.597,1431,0.0,40-45,0,0,1
Existing Customer,41,M,4,Post-Graduate,Married,$60K - $80K,Blue,32,3,18001.0,906,17095.0,0.62,1194,0.05,40-45,0,0,1
Existing Customer,51,F,4,Graduate,Single,Less than $40K,Blue,42,1,2680.0,1753,927.0,0.32,1154,0.654,50-55,0,0,1
Existing Customer,46,F,2,High School,Married,Less than $40K,Blue,35,4,4675.0,1734,2941.0,0.413,1232,0.371,45-50,0,0,1
Existing Customer,40,F,5,College,Married,Less than $40K,Blue,35,1,2448.0,1693,755.0,0.502,1269,0.692,35-40,0,0,1
Existing Customer,33,M,2,Doctorate,Married,$60K - $80K,Blue,28,3,4049.0,0,4049.0,0.898,1742,0.0,30-35,0,0,1
Existing Customer,53,M,1,High School,Single,$80K - $120K,Blue,38,2,8154.0,996,7158.0,0.594,1379,0.122,50-55,0,0,1
Existing Customer,63,M,1,High School,Married,$40K - $60K,Blue,36,3,4559.0,1571,2988.0,1.441,1870,0.345,60+,0,0,1
Existing Customer,61,M,0,Uneducated,Single,$80K - $120K,Blue,36,2,19354.0,984,18370.0,0.956,1207,0.051,60+,0,0,1
Attrited Customer,56,M,4,High School,Married,$60K - $80K,Blue,46,3,2340.0,1930,410.0,0.987,781,0.825,55-60,1,1,1
Existing Customer,53,M,2,Graduate,Single,$60K - $80K,Blue,47,3,13848.0,1389,12459.0,1.178,1773,0.1,50-55,0,0,1
Attrited Customer,62,F,2,Graduate,Married,Less than $40K,Blue,52,2,2490.0,513,1977.0,0.678,864,0.206,60+,1,1,1
Existing Customer,50,F,4,Unknown,Married,Unknown,Silver,36,1,32156.0,1791,30365.0,0.906,1559,0.056,45-50,0,0,1
Existing Customer,37,M,4,Graduate,Married,$60K - $80K,Blue,30,3,2578.0,2517,61.0,0.896,1830,0.976,35-40,0,0,1
Existing Customer,62,F,0,Graduate,Married,Unknown,Blue,52,3,9050.0,1538,7512.0,0.77,1542,0.17,60+,0,0,1
Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Silver,41,1,34516.0,0,34516.0,0.499,1506,0.0,45-50,0,0,1
Existing Customer,57,F,3,High School,Married,Unknown,Blue,51,1,8362.0,0,8362.0,0.528,1175,0.0,55-60,0,0,1
Existing Customer,55,M,2,High School,Married,$80K - $120K,Blue,36,2,6514.0,2258,4256.0,0.785,1383,0.347,50-55,0,0,1
Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Blue,42,3,4051.0,1183,2868.0,0.794,1837,0.292,45-50,0,0,1
Existing Customer,48,M,3,College,Married,$60K - $80K,Blue,37,3,11959.0,1665,10294.0,0.675,1191,0.139,45-50,0,0,1
Existing Customer,60,F,1,Uneducated,Divorced,$40K - $60K,Blue,48,2,2070.0,0,2070.0,0.708,1793,0.0,55-60,0,0,1
Existing Customer,46,M,1,Unknown,Single,$120K +,Blue,32,2,11840.0,1295,10545.0,0.84,1560,0.109,45-50,0,0,1
Existing Customer,47,M,2,College,Married,$120K +,Blue,35,3,3636.0,1010,2626.0,0.596,1564,0.278,45-50,0,0,1
Existing Customer,54,M,2,Uneducated,Married,$60K - $80K,Blue,36,3,11067.0,2517,8550.0,1.048,1843,0.227,50-55,0,0,1
Existing Customer,53,M,2,Doctorate,Married,$60K - $80K,Blue,40,3,11262.0,1435,9827.0,0.735,2165,0.127,50-55,0,0,1
Existing Customer,56,F,3,Graduate,Single,$40K - $60K,Blue,36,1,5108.0,1656,3452.0,0.711,1631,0.324,55-60,0,0,1
Existing Customer,56,F,4,High School,Married,$40K - $60K,Blue,36,1,2072.0,1543,529.0,0.486,1265,0.745,55-60,0,0,1
Existing Customer,41,M,3,Uneducated,Married,$80K - $120K,Blue,24,3,4119.0,1656,2463.0,0.561,1455,0.402,40-45,0,0,1
Existing Customer,60,F,1,Graduate,Married,$40K - $60K,Blue,42,3,5903.0,1335,4568.0,0.914,1137,0.226,55-60,0,0,1
Existing Customer,40,M,5,Graduate,Unknown,$40K - $60K,Blue,25,2,7860.0,541,7319.0,0.764,1367,0.069,35-40,0,0,1
Existing Customer,49,F,3,Post-Graduate,Married,$40K - $60K,Blue,36,2,5918.0,842,5076.0,0.56,1292,0.142,45-50,0,0,1
Existing Customer,46,M,4,Graduate,Single,$40K - $60K,Blue,41,3,6741.0,1745,4996.0,0.559,1682,0.259,45-50,0,0,1
Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,36,1,3880.0,1542,2338.0,1.015,1598,0.397,35-40,0,0,1
Existing Customer,57,F,2,Unknown,Married,Less than $40K,Blue,45,2,2494.0,1639,855.0,0.858,1555,0.657,55-60,0,0,1
Existing Customer,38,M,1,High School,Married,$80K - $120K,Blue,23,3,22149.0,987,21162.0,1.633,2409,0.045,35-40,0,0,1
Existing Customer,50,M,3,Graduate,Divorced,$80K - $120K,Blue,36,3,34516.0,1542,32974.0,0.869,1770,0.045,45-50,0,0,1
Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,51,2,5450.0,967,4483.0,0.701,1526,0.177,60+,0,0,1
Attrited Customer,43,M,3,Unknown,Married,$40K - $60K,Blue,35,2,1438.3,0,1438.3,0.694,891,0.0,40-45,1,1,1
Existing Customer,44,F,5,Unknown,Single,Less than $40K,Blue,24,3,2003.0,1224,779.0,0.646,1756,0.611,40-45,0,0,1
Existing Customer,39,M,2,Uneducated,Single,$40K - $60K,Blue,32,3,7723.0,1902,5821.0,1.181,1241,0.246,35-40,0,0,1
Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,23,1,18226.0,1847,16379.0,0.845,1681,0.101,35-40,0,0,1
Existing Customer,44,F,4,College,Married,Less than $40K,Blue,39,2,8128.0,1846,6282.0,0.857,1224,0.227,40-45,0,0,1
Existing Customer,43,M,3,High School,Married,$80K - $120K,Blue,32,2,5851.0,1660,4191.0,0.786,1572,0.284,40-45,0,0,1
Existing Customer,54,M,1,Post-Graduate,Single,$80K - $120K,Blue,40,3,10260.0,942,9318.0,1.042,1566,0.092,50-55,0,0,1
Existing Customer,38,F,3,Unknown,Single,Unknown,Blue,32,1,26945.0,727,26218.0,0.687,1579,0.027,35-40,0,0,1
Existing Customer,55,M,2,Unknown,Single,$60K - $80K,Blue,36,3,2243.0,1418,825.0,0.39,1334,0.632,50-55,0,0,1
